@
██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████  ?
26年一月一  ?
██████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████  ?

 //以下全部来自互联网，所有内容仅供测试使用，请勿用于违法用途，如有冒犯请联系删除  ?

*_*********??????影视  ?*********_*
______      _               _  _          
| ___ \    | |             | || |         
| |_/ /___ | |_  _ __  ___ | || |_ __   __
|  __// _ \| __|| '__|/ _ \| || __|\ \ / /
| |  |  __/| |_ | |  |  __/| || |_  \ V / 
\_|   \___| \__||_|   \___||_| \__|  \_/  
//永久免费?严禁商业?仅供测试?违者自  ?!  ?//

★暮雨★临时公测,#genre#
海峡卫视,http://r.jdshipin.com/WtYt3
咪咕视频4K,http://r.jdshipin.com/ln4xk
咪咕视频4K-2,http://r.jdshipin.com/Lqdwf

广东体育,http://67.220.71.199:2347/livehttpplay?channel_id=12028
TVB亞洲  ?,http://67.220.71.199:2347/livehttpplay?channel_id=13022
無線新聞  ?,http://67.220.71.199:2347/livehttpplay?channel_id=20123
明珠  ?,http://67.220.71.199:2347/livehttpplay?channel_id=20125
廣東體育,http://67.220.71.199:2347/livehttpplay?channel_id=20130
ViuTV,http://67.220.71.199:2347/livehttpplay?channel_id=20131
ViuTV6,http://67.220.71.199:2347/livehttpplay?channel_id=20132
嶺南戲曲,http://67.220.71.199:2347/livehttpplay?channel_id=20142
珠江  ?,http://67.220.71.199:2347/livehttpplay?channel_id=20144
HOY TV,http://67.220.71.199:2347/livehttpplay?channel_id=20152
港臺電視31,http://67.220.71.199:2347/livehttpplay?channel_id=20203
TVB plus,http://67.220.71.199:2347/livehttpplay?channel_id=30023
無線新聞  ?,http://67.220.71.199:2347/livehttpplay?channel_id=30024
翡翠  ?,http://67.220.71.199:2347/livehttpplay?channel_id=30025
明珠  ?,http://67.220.71.199:2347/livehttpplay?channel_id=30026
港臺電視32,http://67.220.71.199:2347/livehttpplay?channel_id=30028
CCTV 4K,http://67.220.71.199:2347/livehttpplay?channel_id=30029
廣東體育超清,http://67.220.71.199:2347/livehttpplay?channel_id=30031
ViuTV,http://67.220.71.199:2347/livehttpplay?channel_id=30032
ViuTV6,http://67.220.71.199:2347/livehttpplay?channel_id=30033
港臺電視31,http://67.220.71.199:2347/livehttpplay?channel_id=30066
港臺電視32超清,http://67.220.71.199:2347/livehttpplay?channel_id=30067
博斯網球,http://67.220.71.199:2347/livehttpplay?channel_id=42026


★MY影视★港测②,#genre#
民视,http://119.91.7.169:2026/TW.php?id=民视
台视,http://119.91.7.169:2026/TW.php?id=台视
中视,http://119.91.7.169:2026/TW.php?id=中视
華视,http://119.91.7.169:2026/TW.php?id=華视
TVBS,http://119.91.7.169:2026/TW.php?id=TVBS
中天新闻  ?,http://119.91.7.169:2026/TW.php?id=中天新闻  ?
民视新闻  ?,http://119.91.7.169:2026/TW.php?id=民视新闻  ?
台视新闻,http://119.91.7.169:2026/TW.php?id=台视新闻
中视新闻,http://119.91.7.169:2026/TW.php?id=中视新闻
華视新闻,http://119.91.7.169:2026/TW.php?id=華视新闻
TVBS新闻,http://119.91.7.169:2026/TW.php?id=TVBS新闻
寰宇新闻  ?,http://119.91.7.169:2026/TW.php?id=寰宇新闻  ?
寰宇新闻台灣  ?,http://119.91.7.169:2026/TW.php?id=寰宇新闻台灣  ?
非凡新闻  ?,http://119.91.7.169:2026/TW.php?id=非凡新闻  ?
镜视新闻,http://119.91.7.169:2026/TW.php?id=镜视新闻
東森新闻  ?,http://119.91.7.169:2026/TW.php?id=東森新闻  ?
東森財經新闻  ?,http://119.91.7.169:2026/TW.php?id=東森財經新闻  ?

民视台灣  ?,http://119.91.7.169:2026/TW.php?id=民视台灣  ?
民视第一  ?,http://119.91.7.169:2026/TW.php?id=民视第一  ?
民视綜藝  ?,http://119.91.7.169:2026/TW.php?id=民视綜藝  ?
民视旅遊  ?,http://119.91.7.169:2026/TW.php?id=民视旅遊  ?
民视影劇  ?,http://119.91.7.169:2026/TW.php?id=民视影劇  ?
台视財經,http://119.91.7.169:2026/TW.php?id=台视財經
八大精彩  ?,http://119.91.7.169:2026/TW.php?id=八大精彩  ?
八大綜藝  ?,http://119.91.7.169:2026/TW.php?id=八大綜藝  ?
TVBS精采  ?,http://119.91.7.169:2026/TW.php?id=TVBS精采  ?
TVBS歡樂  ?,http://119.91.7.169:2026/TW.php?id=TVBS歡樂  ?
中视菁采  ?,http://119.91.7.169:2026/TW.php?id=中视菁采  ?
中视經典  ?,http://119.91.7.169:2026/TW.php?id=中视經典  ?
龍華日韓  ?,http://119.91.7.169:2026/TW.php?id=龍華日韓  ?
龍華偶像  ?,http://119.91.7.169:2026/TW.php?id=龍華偶像  ?
龍華卡通台,http://119.91.7.169:2026/TW.php?id=龍華卡通台
龍華電影  ?,http://119.91.7.169:2026/TW.php?id=龍華電影  ?
龍華戲劇  ?,http://119.91.7.169:2026/TW.php?id=龍華戲劇  ?
龍華經典  ?,http://119.91.7.169:2026/TW.php?id=龍華經典  ?
龍華洋片  ?,http://119.91.7.169:2026/TW.php?id=龍華洋片  ?

靖天卡通台,http://119.91.7.169:2026/TW.php?id=靖天卡通台
靖天綜合  ?,http://119.91.7.169:2026/TW.php?id=靖天綜合  ?
靖天日本  ?,http://119.91.7.169:2026/TW.php?id=靖天日本  ?
靖天歡樂  ?,http://119.91.7.169:2026/TW.php?id=靖天歡樂  ?
靖天映畫,http://119.91.7.169:2026/TW.php?id=靖天映畫
靖天戲劇  ?,http://119.91.7.169:2026/TW.php?id=靖天戲劇  ?
靖天電影  ?,http://119.91.7.169:2026/TW.php?id=靖天電影  ?
靖天育樂  ?,http://119.91.7.169:2026/TW.php?id=靖天育樂  ?
靖天國際  ?,http://119.91.7.169:2026/TW.php?id=靖天國際  ?
靖天資訊  ?,http://119.91.7.169:2026/TW.php?id=靖天資訊  ?
靖洋戲劇  ?,http://119.91.7.169:2026/TW.php?id=靖洋戲劇  ?
靖洋卡通台,http://119.91.7.169:2026/TW.php?id=靖洋卡通台
愛爾達娛樂台,http://119.91.7.169:2026/TW.php?id=愛爾達娛樂台
豬哥亮歌廳秀,http://119.91.7.169:2026/TW.php?id=豬哥亮歌廳秀
亞洲旅遊  ?,http://119.91.7.169:2026/TW.php?id=亞洲旅遊  ?
公视戲劇,http://119.91.7.169:2026/TW.php?id=公视戲劇
台湾戏剧  ?,http://119.91.7.169:2026/TW.php?id=台湾戏剧  ?
寰宇财经,http://119.91.7.169:2026/TW.php?id=寰宇财经
中天亞洲  ?,http://119.91.7.169:2026/TW.php?id=中天亞洲  ?
非凡商業  ?,http://119.91.7.169:2026/TW.php?id=非凡商業  ?
  ?1商業  ?,http://119.91.7.169:2026/TW.php?id=  ?1商業  ?

采昌影劇  ?,http://119.91.7.169:2026/TW.php?id=采昌影劇  ?
影迷纪实,http://119.91.7.169:2026/TW.php?id=影迷纪实
影迷數位電影  ?,http://119.91.7.169:2026/TW.php?id=影迷數位電影  ?
视納華仁紀實頻  ?,http://119.91.7.169:2026/TW.php?id=视納華仁紀實頻  ?
博斯魅力  ?,http://119.91.7.169:2026/TW.php?id=博斯魅力  ?
博斯高球  ?,http://119.91.7.169:2026/TW.php?id=博斯高球  ?
博斯高球二台,http://119.91.7.169:2026/TW.php?id=博斯高球二台
博斯運動一  ?,http://119.91.7.169:2026/TW.php?id=博斯運動一  ?
博斯運動二台,http://119.91.7.169:2026/TW.php?id=博斯運動二台
博斯網球  ?,http://119.91.7.169:2026/TW.php?id=博斯網球  ?
博斯無限  ?,http://119.91.7.169:2026/TW.php?id=博斯無限  ?
博斯無限二台,http://119.91.7.169:2026/TW.php?id=博斯無限二台
智林體育  ?,http://119.91.7.169:2026/TW.php?id=智林體育  ?
GINX Esports TV,http://119.91.7.169:2026/TW.php?id=GINX Esports TV
時尚運動X,http://119.91.7.169:2026/TW.php?id=時尚運動X
Smart知識  ?,http://119.91.7.169:2026/TW.php?id=Smart知識  ?
ELTV生活英語  ?,http://119.91.7.169:2026/TW.php?id=ELTV生活英語  ?
達文西頻  ?,http://119.91.7.169:2026/TW.php?id=達文西頻  ?
客家電视  ?,http://119.91.7.169:2026/TW.php?id=客家電视  ?
半島國際新闻  ?,http://119.91.7.169:2026/TW.php?id=半島國際新闻  ?
████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████
★MY影视★禁言  ?,#genre#

★维护群  ?1022084493,https://live.ottiptv.cc/huya/23749096

★MY影视★成人③  ?1021401009,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/85.ts
★MY影视★成人②  ?1022512175,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/86.ts
★MY影视★成人⑤  ?1022084493,https://sns-video-default.xhscdn.com/stream/1/110/258/01e8e884a6e896c30103700199cc4951c3_258.mp4
★MY影视★绿色直播群938350589,https://3x2.btw2dgh.com/zhubo/202511/m3u8/avid61261530703102/avid61261530703102.m3u8
★MY影视★二  ?733930401,https://3x1.btw2dgh.com/duanpian/jvid/m3u8/202510/%E6%B8%B8%E6%88%8F%E5%A4%B1%E8%B4%A5%E7%9A%84%E6%83%A9%E7%BD%9A%E6%98%AF%E4%B8%80%E6%AC%A1%E6%9C%8D%E5%8A%A1%E6%97%A0%E6%A0%B9%E8%82%89%E6%A3%92%EF%BC%9FAV%E5%A5%B3%E4%BC%98%E6%8C%91%E6%88%98%E7%94%A8%E6%89%8B%E6%84%9F%E6%B0%94%E5%91%B3%E5%92%8C%E6%8A%BD%E6%8F%92%E8%A7%A6%E6%84%9F%E6%89%BE%E5%87%BA%E6%9B%BE%E7%BB%8F%E5%B9%B2%E8%BF%87%E8%87%AA%E5%B7%B1%E7%9A%84%E7%94%B7%E4%BC%98%EF%BC%81/%E6%B8%B8%E6%88%8F%E5%A4%B1%E8%B4%A5%E7%9A%84%E6%83%A9%E7%BD%9A%E6%98%AF%E4%B8%80%E6%AC%A1%E6%9C%8D%E5%8A%A1%E6%97%A0%E6%A0%B9%E8%82%89%E6%A3%92%EF%BC%9FAV%E5%A5%B3%E4%BC%98%E6%8C%91%E6%88%98%E7%94%A8%E6%89%8B%E6%84%9F%E6%B0%94%E5%91%B3%E5%92%8C%E6%8A%BD%E6%8F%92%E8%A7%A6%E6%84%9F%E6%89%BE%E5%87%BA%E6%9B%BE%E7%BB%8F%E5%B9%B2%E8%BF%87%E8%87%AA%E5%B7%B1%E7%9A%84%E7%94%B7%E4%BC%98%EF%BC%81.m3u8
★MY影视★三  ?92641580,http://free.cnlive.club/channel/n88aa83.m3u8
★MY影视★成人①  ?1017650528,http://15.204.105.50:25461/live/G2s9zK2n9m/xDtwVfWM8T/88.ts



████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████



★MY影视★群介绍,#genre#

★维护群  ?1022084493,https://live.ottiptv.cc/huya/23749096

感谢使用,https://live.ottiptv.cc/huya/30483433.m3u8
暮雨直播,https://live.ottiptv.cc/huya/28602479.m3u8
不用推广,https://live.ottiptv.cc/huya/27729374.m3u8
不缺用户,https://live.ottiptv.cc/huya/25261191.m3u8
低调使用,https://live.ottiptv.cc/huya/23865142.m3u8
切勿传播,https://live.ottiptv.cc/huya/23863882.m3u8
免费版本,https://live.ottiptv.cc/huya/23865096.m3u8
进群下载,https://live.ottiptv.cc/huya/23865036.m3u8
会员版本,https://live.ottiptv.cc/huya/30080197.m3u8
联系群主,https://live.ottiptv.cc/huya/29465861.m3u8
版本更新,https://live.ottiptv.cc/huya/26301635.m3u8
全凭心情,https://live.ottiptv.cc/huya/25129377.m3u8
切勿催更,https://live.ottiptv.cc/huya/30329635.m3u8
否则就滚,https://live.ottiptv.cc/huya/26355839.m3u8
★MY影视★NOW系列,#genre#

翡翠  ?,https://hls.iill.top/api/TVB-Jade/index.m3u8
無綫新聞  ?,https://hls.iill.top/api/TVB-News/index.m3u8
TVB Plus,https://hls.iill.top/api/TVB-Plus/index.m3u8
Now新聞  ?,https://t.ttvb.eu.org/tvb/now-332/index.m3u8
Now財經  ?,https://t.ttvb.eu.org/tvb/now-333/index.m3u8
Now Sports 精選,https://t.ttvb.eu.org/tvb/now-630/index.m3u8
ViuTV,https://t.ttvb.eu.org/tvb/ViuTV/index.m3u8
ViuTVsix,https://t.ttvb.eu.org/tvb/ViuTVsix/index.m3u8

動物星球,https://hls.iill.top/api/dwxq/index.m3u8
緯來日本,https://hls.iill.top/api/wlrb/index.m3u8
緯來體育,https://hls.iill.top/api/wlty/index.m3u8
緯來電影,https://hls.iill.top/api/wldy/index.m3u8
東森電影,https://hls.iill.top/api/dsdy/index.m3u8
東森洋片,https://hls.iill.top/api/dsyp/index.m3u8
龍祥時代,https://hls.iill.top/api/lxsd/index.m3u8
BBC Earth,https://hls.iill.top/api/BBC-Earth/index.m3u8
BBC Lifestyle,https://hls.iill.top/api/BBC-Lifestyle/index.m3u8
Discovery,https://hls.iill.top/api/Discovery/index.m3u8
HBO,https://hls.iill.top/api/HBO/index.m3u8
HBO Hits,https://hls.iill.top/api/HBO-Hits/index.m3u8
HBO Family,https://hls.iill.top/api/HBO-Family/index.m3u8
HBO Signature,https://hls.iill.top/api/HBO-Signature/index.m3u8

NOW星影,http://rihou.cc:555/tv/hktv%2Ftb19nowxy56
NOW爆谷,http://rihou.cc:555/tv/hktv%2Ftb19nowbg56
HUB如意  ?,http://rihou.cc:555/tv/hktv%2Ftbbhubjy56
HUB娱家  ?,http://rihou.cc:555/tv/hktv%2Ftb19tvbzt56
HUB都会  ?,http://rihou.cc:555/tv/hktv%2Fbtw856356
曼迪日本  ?,http://rihou.cc:555/tv/hktv%2Fbtw856456

NOW体育1,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382843&extension=ts&play_token=KANAeecxcz
NOW体育2,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382842&extension=ts&play_token=MCoDoR8s9G
NOW体育3,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382841&extension=ts&play_token=5uiKCGTNCF
NOW体育4,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382840&extension=ts&play_token=eoeYdjrkUg
NOW体育5,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382839&extension=ts&play_token=lu0NOftGgg
NOW体育6,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382838&extension=ts&play_token=WQ4pi5DTy3
NOW体育7,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382837&extension=ts&play_token=rRmhe1TsX7
NOW体育4K1,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382836&extension=ts&play_token=jSAYXQsMoY
NOW体育,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=382834&extension=ts&play_token=JBOlpsgTKU
NOW英超1  ?,http://109.61.81.147:1935/cdn7/767/mpegts?token=1d8c18a3d377f5418d2501aa54082b60
NOW英超1  ?,http://109.61.81.147:1935/cdn7/767/mpegts?token=1d8c18a3d377f5418d2501aa54082b60


★维护群  ?1022084493,https://live.ottiptv.cc/huya/23749096
东方卫视,http://47.106.221.68:3000/651632648
江苏卫视,http://47.106.221.68:3000/623899368
广东卫视,http://47.106.221.68:3000/608831231
北京卫视,http://47.106.221.68:3000/630287636
辽宁卫视,http://47.106.221.68:3000/630291707
河北卫视,http://47.106.221.68:3000/962042070
江西卫视,http://47.106.221.68:3000/783847495
河南卫视,http://47.106.221.68:3000/790187291
陕西卫视,http://47.106.221.68:3000/738910838
大湾区卫  ?,http://47.106.221.68:3000/608917627
湖北卫视,http://47.106.221.68:3000/947472496
吉林卫视,http://47.106.221.68:3000/947472500
青海卫视,http://47.106.221.68:3000/947472506
东南卫视,http://47.106.221.68:3000/849116810
海南卫视,http://47.106.221.68:3000/947472502
海峡卫视,http://47.106.221.68:3000/849119120
中国农林卫视,http://47.106.221.68:3000/956904896
兵团卫视,http://47.106.221.68:3000/956923145
宁夏卫视,http://47.106.221.68:3000/738910535
重庆卫视,http://47.106.221.68:3000/738910914
三沙卫视,http://47.106.221.68:3000/961023778

████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████

★MY影视★极速央  ?,#genre#

★维护群  ?1022084493,https://live.ottiptv.cc/huya/23749096


CCTV1综合,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV2财经,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV3综艺,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV4中文国际,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV5体育,http://74.91.26.218:82/live/cctv5hd.m3u8
CCTV6电影,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV7国防军事,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV8电视  ?,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV10科教,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV11戏曲,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV12社会与法,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV13新闻,http://74.91.26.218:82/live/cctv13hd.m3u8
CCTV14少儿,http://74.91.26.218:82/live/cctv14hd.m3u8
CCTV15音乐,http://74.91.26.218:82/live/cctv15hd.m3u8
CCTV16奥利匹克,http://74.91.26.218:82/live/cctv16hd.m3u8
CCTV17农业农村,http://74.91.26.218:82/live/cctv17hd.m3u8
CCTV5+体育赛事,http://74.91.26.218:82/live/cctv5p.m3u8



★MY影视★港澳台  ?,#genre#

★维护群  ?1022084493,https://live.ottiptv.cc/huya/23749096

亚洲卫视频道,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
民视闽南频道,rtmp://f13h.mine.nu/sat/tv051
中视闽南频道,rtmp://f13h.mine.nu/sat/tv091
华视闽南频道,rtmp://f13h.mine.nu/sat/tv111
台视闽南频道,rtmp://f13h.mine.nu/sat/tv071
非凡新闻频道,rtmp://f13h.mine.nu/sat/tv581
东森超视频道,rtmp://f13h.mine.nu/sat/tv331
纬来育乐频道,rtmp://f13h.mine.nu/sat/tv701
纬来日本频道,rtmp://f13h.mine.nu/sat/tv771
纬来体育频道,rtmp://f13h.mine.nu/sat/tv721
DAZN-体育  ?,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育  ?,rtmp://f13h.mine.nu/sat/tv741
momo'tv频道,rtmp://f13h.mine.nu/sat/tv761

博斯运动1,http://iptv.4666888.xyz/iptv2A.php?id=6
美亚电影  ?,http://iptv.4666888.xyz/iptv2A.php?id=30
东森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
Disney Channel,https://dhoomtv.xyz:443/live/8zpo3GsVY7/beneficial2concern/19741.ts
TVBdrama,http://iptv.4666888.xyz/iptv2A.php?id=33
TVBS新闻  ?,http://iptv.4666888.xyz/iptv2A.php?id=43
TVBS精采  ?,http://iptv.4666888.xyz/iptv2A.php?id=47
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
民视综艺,http://iptv.4666888.xyz/iptv2A.php?id=46
民视影剧,http://iptv.4666888.xyz/iptv2A.php?id=53
娱乐新闻  ?,http://iptv.4666888.xyz/iptv2A.php?id=36
非凡新闻,http://iptv.4666888.xyz/iptv2A.php?id=44
华艺中文  ?,http://iptv.4666888.xyz/iptv2A.php?id=37
靖洋戏剧  ?,http://iptv.4666888.xyz/iptv2A.php?id=42
靖天电影  ?,http://iptv.4666888.xyz/iptv2A.php?id=56
MY影视TVsuper,http://iptv.4666888.xyz/iptv2A.php?id=22
RHJ31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
ELTA综合,http://iptv.4666888.xyz/iptv2A.php?id=49
RockAction,http://iptv.4666888.xyz/iptv2A.php?id=50
台视综合,http://iptv.4666888.xyz/iptv2A.php?id=51
民视,http://iptv.4666888.xyz/iptv2A.php?id=55
翡翠  ?,http://iptv.4666888.xyz/iptv2A.php?id=28
爱奇  ?,http://iptv.4666888.xyz/iptv2A.php?id=21
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=52
Now体育  ?,http://109.61.81.35:443/767/mpegts?token=1d8c18a3d377f5418d2501aa54082b60
Now星影  ?,http://74.91.26.218:82/live/nowxy.m3u8
Now新闻  ?,http://cdn.163189.xyz/163189/now
中天新闻,http://74.91.26.218:82/live/ztxw.m3u8
无线新闻,http://74.91.26.218:82/live/inews.m3u8
无线新闻,https://cdn6.101.qzz.io/163189/wxxw
无线星河,https://cdn6.101.qzz.io/163189/tvbxh
CCM,http://74.91.26.218:82/live/tyjd.m3u8
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/
TVB明珠,https://MY影视tv.cdn.loc.cc/o12.php?id=mzt
TVB Plus,https://o11.163189.xyz/stream/tvb/tvbp/
TVB Plus,http://74.91.26.218:82/live/j2.m3u8
TVBS新闻  ?,http://rihou.cc:555/tv/[FY]tvbS新闻
娱乐新闻  ?,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbentertainment
千禧经典  ?,https://o11.163189.xyz/stream/live/tvbc/
翡翠  ?,https://o11.163189.xyz/stream/tvb/fct4k/
华丽翡翠  ?,https://o11.163189.xyz/stream/live/hlt/
TANG,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
天映频道,http://74.91.26.218:82/live/typd.m3u8
Z频道,http://74.91.26.218:82/live/twz.m3u8
美亚电影  ?,https://cdn9.163189.xyz/smt3.1.1.php?id=meiyamovie_twn
美亚电影  ?,http://74.91.26.218:82/live/MY影视dy.m3u8
爱奇  ?,https://o11.163189.xyz/stream/live/iqiyi/
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro AOD,https://o11.163189.xyz/stream/live/aod/
Astro QJ,https://o11.163189.xyz/stream/live/qj/
sports3,http://iptv.4666888.xyz/iptv2A.php?id=3
ASTV亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
凤凰中文  ?,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://61.184.46.85:85/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0






★MY影视★大陆频  ?,#genre#

★维护群  ?1022084493,https://live.ottiptv.cc/huya/23749096

CCTV-1HD,http://38.75.136.137:98/gslb/dsdqpub/cctv1hd.m3u8?auth=testpub
CCTV-2HD,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV-3HD,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub
CCTV-4HD,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV-5HD,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV-5+HD,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
CCTV-6HD,http://38.75.136.137:98/gslb/dsdqpub/cctv6hd.m3u8?auth=testpub
CCTV-7HD,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV-8HD,http://38.75.136.137:98/gslb/dsdqpub/cctv8hd.m3u8?auth=testpub
CCTV-9HD,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
